"iata,""type"",""name_ru"",""name_en"",""coordinates"",""timezone"",""parent_name_en"""
"ALN,""city"",""Альтон"",""Alton"",""38.8906038:-90.1842764"",""America/New_York"",""United States"""
"ALO,""city"",""Ватерлоо"",""Waterloo"",""42.4927641:-92.3429631"",""America/Chicago"",""United States"""
"ALP,""city"",""Халеб"",""Aleppo"",""36.215549:37.159279"",""Asia/Damascus"",""Syria"""
"ALQ,""city"",""Алегрети"",""Alegrete"",""-29.7848016:-55.775657"",""America/Fortaleza"",""Brazil"""
"ALR,""city"",""Александра"",""Alexandra"",""-45.2566329:169.3930242"",""Pacific/Auckland"",""New Zealand"""
"ALS,""city"",""Аламоса"",""Alamosa"",""37.4694491:-105.8700214"",""America/Denver"",""United States"""
"ALT,""city"",""Аленкер"",""Alenquer"",""-1.9424698:-54.7374382"",""America/Santarem"",""Brazil"""
"ALU,""city"",""Алула"",""Alula"",""11.95:50.73"",""Pacific/Honolulu"",""Somalia"""
"ALV,""city"",""Андорра-ла-Велья"",""Andorra La Vella"",,""Europe/Andorra"",""Andorra"""
"ALW,""city"",""Уолла Уолла"",""Walla Walla"",""46.0645809:-118.3430209"",""America/Chicago"",""United States"""
"ALX,""city"",""Александер Сити"",""Alexander City"",""32.944012:-85.9538532"",""America/North_Dakota/New_Salem"",""United States"""
"ALY,""city"",""Александрия"",""Alexandria"",""31.2135:29.9443"",""Africa/Cairo"",""Egypt"""
"ALZ,""city"",""Алитак"",""Alitak"",,""Asia/Kabul"",""United States"""
"AMA,""city"",""Амарилло"",""Amarillo"",""35.2219971:-101.8312969"",""America/Chicago"",""United States"""
"AMB,""city"",""Амбилоб"",""Ambilobe"",""-13.19554:49.050468"",""Indian/Antananarivo"",""Madagascar"""
"AMC,""city"",""Ам-Тиман"",""Am Timan"",""11.03:20.27"",""Africa/Ndjamena"",""Chad"""
"AMD,""city"",""Ахмадабад"",""Ahmedabad"",""23.0395677:72.5660045"",""Asia/Kolkata"",""India"""
"AME,""city"",""Альто-Молокуэ"",""Alto Molocue"",""-15.63:37.7"",""Africa/Maputo"",""Mozambique"""
"AMF,""city"",""Ама"",""Ama"",""-4.1:141.67"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"AMG,""city"",""Каравари"",""Amboin"",""-4.6:143.5"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"AMH,""city"",""Арба-Мынч"",""Arba Mintch"",""6.0333333:37.55"",""Africa/Addis_Ababa"",""Ethiopia"""
"AMI,""city"",""Матарам"",""Mataram"",""-8.56:116.09"",""Asia/Makassar"",""Indonesia"""
"AMJ,""city"",""Альменара"",""Almenara"",""-16.188682:-40.6879731"",""America/Sao_Paulo"",""Brazil"""
"AMK,""city"",""Дуранго"",""Durango"",""37.2:-107.87"",,""United States"""
"AML,""city"",""Пуэрто-Армуэллас"",""Puerto Armuellas"",""8.27:-82.86"",""America/Panama"",""Panama"""
"AMM,""city"",""Амман"",""Amman"",,""Asia/Amman"",""Jordan"""
"AMN,""city"",""Алма"",""Alma"",""-4.6:143.5"",""America/Chicago"",""United States"""
"AMO,""city"",""Мао"",""Mao"",""14.15:15.31"",""Africa/Ndjamena"",""Chad"""
"AMP,""city"",""Ампанихи"",""Ampanihy"",""-24.7:44.73"",""Indian/Antananarivo"",""Madagascar"""
"AMQ,""city"",""Амбон"",""Ambon"",""-3.7068937:128.1626039"",""Asia/Jayapura"",""Indonesia"""
"AMR,""city"",""Арно"",""Arno"",""7.0610128:171.647344"",""-12.0"",""Marshall Islands"""
"AMS,""city"",""Амстердам"",""Amsterdam"",""52.3730556:4.8922222"",""Europe/Amsterdam"",""Netherlands"""
"AMT,""city"",""Амата"",""Amata"",""-26.2682006:131.2602868"",""Australia/Adelaide"",""Australia"""
"AMU,""city"",""Аманаб"",""Amanab"",""-3.58:141.2"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"AMV,""city"",""Амдерма"",""Amderma"",""69.7630556:61.6677778"",""Europe/Moscow"",""Russia"""
"AMW,""city"",""Эймса"",""Ames"",""42.02335:-93.625622"",""America/Chicago"",""United States"""
"AMX,""city"",""Амароо"",""Ammaroo"",""-21.74:135.24"",""Australia/Darwin"",""Australia"""
"AMY,""city"",""Амбатомаинти"",""Ambatomainty"",""-17.68:45.62"",""Indian/Antananarivo"",""Madagascar"""
"AMZ,""city"",""Ардмор"",""Ardmore"",""-37.0321395:174.9793777"",""Pacific/Auckland"",""New Zealand"""
"ANA,""city"",""Анахайм"",""Anaheim"",,""America/Los_Angeles"",""United States"""
"ANB,""city"",""Аннистон"",""Anniston"",""33.6598257:-85.8316318"",""America/North_Dakota/New_Salem"",""United States"""
"ANC,""city"",""Анкоридж"",""Anchorage"",""61.2180556:-149.9002778"",""America/Kentucky/Louisville"",""United States"""
"AND,""city"",""Андерсон"",""Anderson"",""40.11:-85.61"",""America/Chicago"",""United States"""
"ANE,""city"",""Анже"",""Angers"",""47.478419:-0.563166"",""Europe/Paris"",""France"""
"ANF,""city"",""Антофагаста"",""Antofagasta"",""-23.65:-70.4"",""America/Santiago"",""Chile"""
"ANG,""city"",""Ангулем"",""Angouleme"",""45.648377:0.1562369"",""Europe/Paris"",""France"""
"ANH,""city"",""Ануха-Айленд-Резорт"",""Anuha Island Resort"",,""-11.0"",""Solomon Islands"""
"ANI,""city"",""Аниак"",""Aniak"",""61.5828109:-159.540714"",""America/Nome"",""United States"""
"ANJ,""city"",""Занага"",""Zanaga"",""-2.85:13.82"",""Africa/Brazzaville"",""Republic of the Congo"""
"ANL,""city"",""Андуло"",""Andulo"",""-11.47:16.7"",""Africa/Luanda"",""Angola"""
"ANM,""city"",""Анталахи"",""Antalaha"",""-14.89866:50.277809"",""Indian/Antananarivo"",""Madagascar"""
"ANN,""city"",""Остров Аннет"",""Annette Island"",""55.1465969:-131.4235601"",""America/Juneau"",""United States"""
"ANO,""city"",""Ангоче"",""Angoche"",""-16.18:39.94"",""Africa/Maputo"",""Mozambique"""
"ANP,""city"",""Аннаполис"",""Annapolis"",""38.9784453:-76.4921829"",""America/Chicago"",""United States"""
"ANQ,""city"",""Ангола"",""Angola"",""41.6347726:-84.9994088"",""America/New_York"",""United States"""
"ANR,""city"",""Антверпен"",""Antwerp"",""51.21992:4.39625"",""Europe/Brussels"",""Belgium"""
"ANS,""city"",""Андауайлас"",""Andahuaylas"",""-13.6575:-73.3833333"",""America/Lima"",""Peru"""
"ANT,""city"",""Санкт-Антон"",""St Anton"",,""Europe/Vienna"",""Austria"""
"ANU,""city"",""Сент Джонс"",""St. John's"",""17.117528:-61.845557"",""America/Antigua"",""Antigua and Barbuda"""
"ANV,""city"",""Анвик"",""Anvik"",""62.6561111:-160.2066667"",""America/Nome"",""United States"""
"ANW,""city"",""Айнсворт"",""Ainsworth"",""42.5475:-99.8588889"",""America/Chicago"",""United States"""
"ANX,""city"",""Анденес"",""Andenes"",""69.3161099:16.1252903"",""Europe/Oslo"",""Norway"""
"ANY,""city"",""Энтони"",""Anthony"",""37.1533554:-98.0311727"",""America/New_York"",""United States"""
"ANZ,""city"",""Ангус-Даунс"",""Angus Downs"",""-25.03:132.28"",""Australia/Darwin"",""Australia"""
"AOA,""city"",""Ароа"",""Aroa"",""-9.02:146.8"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"AOB,""city"",""Аннанберг"",""Annanberg"",""-4.916667:144.666667"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"AOC,""city"",""Альтенбург"",""Altenburg"",""50.9921829:12.4443291"",""Europe/Berlin"",""Germany"""
"AOD,""city"",""Абу-Дейя"",""Abou Deia"",""11.47:19.28"",""Africa/Ndjamena"",""Chad"""
"AOG,""city"",""Аньшань"",""Anshan"",""41.108546:122.994646"",""Asia/Shanghai"",""China"""
"AOH,""city"",""Лима"",""Lima"",""40.742551:-84.1052256"",""America/New_York"",""United States"""
"AOI,""city"",""Анкона"",""Ancona"",""43.6158439:13.5187386"",""Europe/Rome"",""Italy"""
"AOJ,""city"",""Аомори"",""Aomori"",""40.822072:140.7473647"",""Asia/Tokyo"",""Japan"""
"AOK,""city"",""Карпатос"",""Karpathos"",""35.42:27.15"",""Europe/Athens"",""Greece"""
"AOL,""city"",""Пасо де Лос Либрес"",""Paso De Los Libres"",""-29.7137101:-57.0855601"",""America/Argentina/Cordoba"",""Argentina"""
"AON,""city"",""Арон"",""Arona"",""-6.3:146.02"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"AOO,""city"",""Мартинсберг"",""Martinsburg"",""40.3111875:-78.3241795"",""America/Chicago"",""United States"""
"AOR,""city"",""Алор-Сетар"",""Alor Setar"",""6.119359:100.36769"",""Asia/Kuala_Lumpur"",""Malaysia"""
"AOS,""city"",""Амук"",""Amook"",""57.47:-153.83"",""America/Nome"",""United States"""
"AOT,""city"",""Аоста"",""Aosta"",""45.7350001:7.313234"",""Europe/Rome"",""Italy"""
"AOU,""city"",""Аттопеу"",""Attopeu"",""14.8:106.83"",""Asia/Vientiane"",""Laos"""
"APB,""city"",""Аполо"",""Apolo"",""-14.71923:-68.4114351"",""America/La_Paz"",""Bolivia"""
"APC,""city"",""Напа"",""Napa"",""38.3047222:-122.2988889"",""America/Los_Angeles"",""United States"""
"APE,""city"",""Сан-Хуан-Апосенто"",""San Juan Aposento"",""-15.35:-75.17"",""America/Lima"",""Peru"""
"APF,""city"",""Неаполь"",""Naples"",""26.1420358:-81.7948103"",""America/New_York"",""United States"""
"APH,""city"",""Боулинг Грин"",""Bowling Green"",""38.0495789:-77.3466468"",""America/New_York"",""United States"""
"API,""city"",""Апиай"",""Apiay"",""4.08:-73.56"",""America/Bogota"",""Colombia"""
"APK,""city"",""Апатаки"",""Apataki"",""-15.3020786:-146.3502545"",""Pacific/Tahiti"",""French Polynesia"""
"APL,""city"",""Нампула"",""Nampula"",""-15.1166667:39.2666667"",""Africa/Maputo"",""Mozambique"""
"APN,""city"",""Алпена"",""Alpena"",""45.0616794:-83.4327528"",""America/Chicago"",""United States"""
"APO,""city"",""Апартадо"",""Apartado"",""7.03:-77.2"",""America/Bogota"",""Colombia"""
"APP,""city"",""Асапа"",""Asapa"",""-8.983333:148.133333"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"APQ,""city"",""Арапирака"",""Arapiraca"",""-9.7516401:-36.6604257"",""America/Maceio"",""Brazil"""
"APR,""city"",""Эйприл-Ривер"",""April River"",""-4.7:142.53"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"APS,""city"",""Аполис"",""Anapolis"",""-16.3287035:-48.9533977"",""America/Sao_Paulo"",""Brazil"""
"APT,""city"",""Джаспер"",""Jasper"",""35.0742448:-85.6260789"",""America/New_York"",""United States"""
"APU,""city"",""Апукара"",""Apucarana"",""-23.5515189:-51.4613781"",""America/Sao_Paulo"",""Brazil"""
"APV,""city"",""Эппл-Валли"",""Apple Valley"",""34.5008311:-117.1858759"",""America/New_York"",""United States"""
"APW,""city"",""Апиа"",""Apia"",""-13.8333333:-171.7666667"",""Pacific/Apia"",""Samoa"""
"APX,""city"",""Арапонгас"",""Arapongas"",""-23.4198926:-51.4254004"",""America/Sao_Paulo"",""Brazil"""
"APY,""city"",""Алту-Парнаиба"",""Alto Parnaiba"",""-9.1114033:-45.9304996"",""America/Fortaleza"",""Brazil"""
"APZ,""city"",""Сапала"",""Zapala"",""-38.9023615:-70.0653405"",""America/Argentina/Salta"",""Argentina"""
"AQA,""city"",""Араракуара"",""Araraquara"",""-21.7941667:-48.1743202"",""America/Sao_Paulo"",""Brazil"""
"AQB,""city"",""Киче"",""Quiche"",""15.4983808:-90.9820668"",""America/Guatemala"",""Guatemala"""
"AQG,""city"",""Аньцин"",""Anqing"",""30.524895:117.056857"",""Asia/Shanghai"",""China"""
"AQI,""city"",""Кайсумах"",""Qaisumah"",""28.34:46.13"",""Asia/Riyadh"",""Saudi Arabia"""
"AQJ,""city"",""Акаба"",""Aqaba"",""29.5319199:35.0060842"",""Asia/Amman"",""Jordan"""
"AQM,""city"",""Арикемис"",""Ariquemes"",""-9.9137521:-63.0439731"",""America/Manaus"",""Brazil"""
"AQP,""city"",""Арекипа"",""Arequipa"",""-16.3988222:-71.5368861"",""America/Lima"",""Peru"""
"AQS,""city"",""Сакани"",""Saqani"",""-16.45:179.73"",""Pacific/Fiji"",""Fiji"""
"AQY,""city"",""Аляска"",""Alyeska"",""60.97:-149.13"",""America/Anchorage"",""United States"""
"ARA,""city"",""Нью Иберия"",""New Iberia"",""30.0035365:-91.8187285"",""America/Chicago"",""United States"""
"ARB,""city"",""Анн Арбор"",""Ann Arbor"",""42.2808256:-83.7430378"",""America/Indiana/Vevay"",""United States"""
"ARC,""city"",""Арктик Виллидж"",""Arctic Village"",""68.1269444:-145.5377777"",""America/Anchorage"",""United States"""
"ARD,""city"",""о. Алор"",""Alor Island"",""-8.25:124.75"",""Asia/Makassar"",""Indonesia"""
"ARE,""city"",""Аресибо"",""Arecibo"",""18.472445:-66.7157306"",""America/Puerto_Rico"",""Puerto Rico"""
"ARF,""city"",""Акарируара"",""Acaricuara"",""0.57:-72.4"",""America/Bogota"",""Colombia"""
"ARG,""city"",""Уолнат Ридж"",""Walnut Ridge"",""36.0684035:-90.9559534"",""America/Indiana/Knox"",""United States"""
"ARH,""city"",""Архангельск"",""Arkhangelsk"",""64.5369264:40.5655707"",""Europe/Moscow"",""Russia"""
"ARI,""city"",""Арика"",""Arica"",""-18.487379:-70.322159"",""America/Santiago"",""Chile"""
"ARJ,""city"",""Арсо"",""Arso"",""-2.92:140.78"",""Asia/Jayapura"",""Indonesia"""
"ARK,""city"",""Аруша"",""Arusha"",""-3.365789:36.67445"",""Africa/Dar_es_Salaam"",""Tanzania"""
"ARL,""city"",""Арли"",""Arly"",""11.6:1.48"",""Africa/Ouagadougou"",""Burkina Faso"""
"ARM,""city"",""Армидейл"",""Armidale"",""-30.5143425:151.6669644"",""Australia/Sydney"",""Australia"""
"ARO,""city"",""Арболетас"",""Arboletas"",""8.83:-76.43"",""America/Bogota"",""Colombia"""
"ARP,""city"",""Араджип"",""Aragip"",""-9.87:149.48"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"ARQ,""city"",""Араукита"",""Arauquita"",""7.027336:-71.428494"",""America/Bogota"",""Colombia"""
"ARR,""city"",""Альто Рио Сенгер"",""Alto Rio Senguerr"",""-45.0435638:-70.817749"",""America/Argentina/Catamarca"",""Argentina"""
"ARS,""city"",""Арагарсас"",""Aragarcas"",""-15.8972948:-52.2300794"",""America/Sao_Paulo"",""Brazil"""
"ART,""city"",""Уотертаун"",""Watertown"",""43.9747838:-75.9107565"",""America/New_York"",""United States"""
"ARU,""city"",""Арасатуба"",""Aracatuba"",""-21.2109635:-50.4256554"",""America/Sao_Paulo"",""Brazil"""
"ARV,""city"",""Миноккуа"",""Minocqua"",""45.873144:-89.714188"",""America/Chicago"",""United States"""
"ARW,""city"",""Арад"",""Arad"",""46.1666667:21.3166667"",""Europe/Bucharest"",""Romania"""
"ARX,""city"",""Нептьюн"",""Neptune"",""40.2005472:-74.0314165"",""America/Indiana/Vevay"",""United States"""
"ARY,""city"",""Арарат"",""Ararat"",""-37.2822621:142.9299786"",""Australia/Melbourne"",""Australia"""
"ASA,""city"",""Асэб"",""Assab"",""13.0166667:42.7333333"",""Africa/Windhoek"",""Eritrea"""
"ASB,""city"",""Ашхабад"",""Ashgabat"",""37.950197:58.380223"",""Asia/Ashgabat"",""Turkmenistan"""
"ASC,""city"",""Аскеншн"",""Ascension"",""-15.72:-63.1"",""America/La_Paz"",""Bolivia"""
"ASD,""city"",""Андрос Таун"",""Andros Town"",""24.697779:-77.79611"",""America/Nassau"",""Bahamas"""
"ASE,""city"",""Аспен"",""Aspen"",""39.1910983:-106.8175387"",""America/New_York"",""United States"""
"ASF,""city"",""Астрахань"",""Astrakhan"",""46.3548889:48.0527189"",""Europe/Volgograd"",""Russia"""
"ASG,""city"",""Ашбертон"",""Ashburton"",""-43.9083813:171.7485672"",""Pacific/Auckland"",""New Zealand"""
"ASH,""city"",""Нэшуа"",""Nashua"",""42.7653662:-71.467566"",""America/Indiana/Vevay"",""United States"""
"ASI,""city"",""Джорджтаун"",""Georgetown"",""-7.9286111:-14.4116667"",""+0.0"",""Saint Helena"""
"ASJ,""city"",""Амами"",""Amami"",""28.3772482:129.4937408"",""Asia/Tokyo"",""Japan"""
"ASK,""city"",""Ямусукро"",""Yamoussoukro"",""6.9:-5.37"",""Africa/Abidjan"",""Ivory Coast"""
"ASL,""city"",""Маршалл"",""Marshall"",""32.5448714:-94.3674184"",""America/Chicago"",""United States"""
"ASM,""city"",""Асмара"",""Asmara"",""15.33236:38.92617"",""Africa/Addis_Ababa"",""Eritrea"""
"ASN,""city"",""Талладега"",""Talladega"",""33.4359416:-86.1058048"",""America/Chicago"",""United States"""
"ASO,""city"",""Асоса"",""Asosa"",""10.06115:34.53437"",""Africa/Addis_Ababa"",""Ethiopia"""
"ASP,""city"",""Алис Спрингс"",""Alice Springs"",""-23.7002104:133.8806114"",""Australia/Darwin"",""Australia"""
"ASQ,""city"",""Остин"",""Austin"",""39.4932589:-117.0695342"",""+8.0"",""United States"""
"ASR,""city"",""Кэйсери"",""Kayseri"",""38.7333333:35.4833333"",""Europe/Istanbul"",""Turkey"""
"AST,""city"",""Астория"",""Astoria"",""46.1878841:-123.8312534"",""America/New_York"",""United States"""
"ASU,""city"",""Асунсьон"",""Asuncion"",""-25.2821972:-57.6351"",""America/Asuncion"",""Paraguay"""
"ASV,""city"",""Амбосели"",""Amboseli"",""-2.63:37.25"",""Africa/Nairobi"",""Kenya"""
"ASW,""city"",""Асуан"",""Aswan"",""24.0888889:32.8997222"",""Africa/Cairo"",""Egypt"""
"ASX,""city"",""Ашленд"",""Ashland"",""46.5924428:-90.8837982"",""America/New_York"",""United States"""
"ASY,""city"",""Ашли"",""Ashley"",""46.0341408:-99.3715033"",""America/New_York"",""United States"""
"ASZ,""city"",""Асирим"",""Asirim"",""-5.87:150.37"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"ATA,""city"",""Анта"",""Anta"",""-9.35:-77.6"",""America/Lima"",""Peru"""
"ATB,""city"",""Атбара"",""Atbara"",""17.700755:33.98634"",""Africa/Khartoum"",""Sudan"""
"ATD,""city"",""Атоифи"",""Atoifi"",,""-11.0"",""Solomon Islands"""
"ATE,""city"",""Антлерс"",""Antlers"",""34.231212:-95.6202476"",""America/Chicago"",""United States"""
"ATF,""city"",""Амбато"",""Ambato"",""-1.24021:-78.620079"",""America/Guayaquil"",""Ecuador"""
"ATG,""city"",""Атток"",""Attock"",""33.9:72.25"",""Asia/Karachi"",""Pakistan"""
"ATH,""city"",""Афины"",""Athens"",""37.97918:23.716647"",""Europe/Athens"",""Greece"""
"ATI,""city"",""Артигас"",""Artigas"",""-30.4880891:-57.1013188"",""America/Montevideo"",""Uruguay"""
"ATJ,""city"",""Анцирабе"",""Antsirabe"",""-19.8666667:47.0333333"",""Indian/Antananarivo"",""Madagascar"""
"ATK,""city"",""Аткэшек"",""Atqasuk"",""70.4691667:-157.3994444"",""America/Nome"",""United States"""
"ATL,""city"",""Атланта"",""Atlanta"",""33.7489954:-84.3879824"",""America/New_York"",""United States"""
"ATM,""city"",""Альтамира"",""Altamira"",""-3.1962012:-52.2123383"",""America/Fortaleza"",""Brazil"""
"ATN,""city"",""Наматанаи"",""Namatanai"",""-3.67:152.43"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"ATO,""city"",""Атина"",""Athens"",""39.3292396:-82.1012554"",""America/Chicago"",""United States"""
"ATP,""city"",""Айтапе"",""Aitape"",,""Pacific/Port_Moresby"",""Papua New Guinea"""
"ATQ,""city"",""Амритсар"",""Amritsar"",""31.633:74.876"",""Asia/Kolkata"",""India"""
"ATR,""city"",""Атар"",""Atar"",""20.51091:-13.04978"",""Africa/Nouakchott"",""Mauritania"""
"ATS,""city"",""Артижа"",""Artesia"",""32.8423345:-104.4032962"",""America/Chicago"",""United States"""
"ATT,""city"",""Атмаутлуак"",""Atmautluak"",""60.8669444:-162.2730556"",""America/Nome"",""United States"""
"ATU,""city"",""Остров Атту"",""Attu Island"",""52.87631:172.8904825"",""America/Nome"",""United States"""
"ATV,""city"",""Ати"",""Ati"",""13.2166667:18.3333333"",""Africa/Ndjamena"",""Chad"""
"ATW,""city"",""Эпплтон"",""Appleton"",""44.2619309:-88.4153847"",""America/Chicago"",""United States"""
"ATX,""city"",""Атбасар"",""Atbasar"",""51.811871:68.35643"",""Asia/Qyzylorda"",""Kazakhstan"""
"ATY,""city"",""Уотертаун"",""Watertown"",""43.99:-76.02"",""America/New_York"",""United States"""
"ATZ,""city"",""Асьют"",""Assiut"",""27.183781:31.185049"",""Africa/Cairo"",""Egypt"""
"AUA,""city"",""Аруба"",""Aruba"",""12.52111:-69.968338"",""America/Aruba"",""Aruba"""
